Processed_Text,Encoded_Label
doubt whether sense would corrected without,1
youi doubt,1
nature gave understanding miss taylor gave principle,1
must done well,1
interference wa quite likely harm good,1
wa natural say right ha lecture afraid natural feel wa done disagreeable manner,0
believe good,1
good wa making object tenderest affection,1
could think much without doating fault dint fancying many error love ever since thirteen least,0
sure use cried emma,1
wa often influenced rightly youoftener would time,1
sure good,1
poor little anna weston spoiled greatest humanity much done except falling love thirteen,0
often girl said one saucy looksmr,1
knightley going soandso papa say may miss taylor leavesomething knew approve,0
case interference wa giving two bad feeling instead one,0
amiable creature wasno wonder hold speech affectionate remembrance,1
mr,1
knightley,1
always called mr,1
knightley habit ha formal sound,1
yet formal,1
want call something else know,1
remember calling george one amiable fit ten year ago,0
thought would offend made objection never,1
call george impossiblei never call thing mr,1
knightley,1
promise even equal elegant terseness mr,1
elton calling mr,1
k,1
promise added presently laughing blushingi promise call christian name,0
say perhaps may guess wherein building n,1
take,1
better worse,1
emma grieved could openly one important service better sense would rendered advice would saved worst womanly folliesher wilful intimacy harriet smith wa tender subject,0
could enter,1
harriet wa seldom mentioned,1
side might merely proceed thought emma wa rather inclined attribute delicacy suspicion appearance friendship declining,0
wa aware parting circumstance certainly corresponded intelligence would rested almost wholly isabella letter,0
might observe wa,1
pain obliged practise concealment towards wa little inferior pain made harriet unhappy,0
isabella sent quite good account visitor could expected first arrival thought spirit appeared perfectly natural wa dentist consulted since business appear find harriet different known,0
isabella sure wa quick observer yet harriet equal playing child would escaped,0
emmas comfort hope agreeably carried harriets stay longer fortnight wa likely month least,0
mr,1
mr,1
john knightley come august wa invited remain till could bring back,0
john doe even mention friend said mr,1
knightley,1
answer like see,1
wa answer communication intended marriage,1
emma accepted eager hand impatience alive know would say checked hearing friend wa unmentioned,0
john enters like brother happiness continued mr,1
knightley complimenter though well know likewise brotherly affection far making flourish young woman might think rather cool praise,0
afraid seeing writes,1
writes like sensible man replied emma read letter,1
honour sincerity,1
plain considers good fortune engagement side without hope growing time worthy affection think already,0
said thing bear different construction believed,1
emma mean thing,1
mean differ little estimation two interrupted sort serious smilemuch less perhaps aware could enter without ceremony reserve subject,0
emma dear emma oh cried thorough gaiety fancy brother doe justice wait till dear father secret hear opinion,0
depend upon much farther justice,1
think happiness advantage side question merit mine,1
wish may sink poor emma,1
tender compassion towards oppressed worth go farther,1
ah cried wish father might half easily convinced john every right equal worth give happy together,0
amused one part john letter notice itwhere say information take wholly surprize wa rather expectation hearing something kind,0
understand brother mean far thought marrying,1
idea,1
seems perfectly unprepared,1
yes yesbut amused seen far feeling,1
ha judging byi conscious difference spirit conversation could prepare time marrying another,0
wa suppose,1
dare say wa difference wa staying day,1
believe play child quite much usual,1
remember one evening poor boy saying uncle seems always tired,0
time wa coming news must spread farther person reception tried,0
soon mr,1
weston wa sufficiently recovered admit mr,1
woodhouses visit emma view gentle reasoning employed cause resolved first announce home randalls,0
break father lastshe bound hour mr,1
knightleys absence came point heart would failed must put mr,0
knightley wa come time follow beginning wa make,1
wa forced speak speak cheerfully,1
